"subId","Id_Other_Bad","Id_Other_Good","Id_Self_Bad","Id_Self_Good","Val_Other_Bad","Val_Other_Good","Val_Self_Bad","Val_Self_Good"
7003,0.523455529670616,0.535135885945922,0.501085488432045,0.497813286488448,0.466082105388516,0.451585799394892,0.454917616075458,0.487851134852542
7004,0.409104616544361,0.409418192731651,0.422326323474884,0.371474867997288,0.364267023599314,0.396576231665332,0.270799999624551,0.420782794626409
7005,0.421873661594352,0.378554145244519,0.448296914816736,0.438455741777846,0.443374102989924,0.448449766441254,0.472605101831668,0.386594319459232
7006,0.473825701097499,0.399951477744437,0.368546281316421,0.386306461149788,0.395343907608914,0.356797656210532,0.387914622891915,0.376908597068268
7007,0.510990837189043,0.493187957615093,0.437589176922222,0.439641027204533,0.457421661053004,0.451710882058644,0.499611453911037,0.463645731561745
7008,0.357201847387195,0.379263114919962,0.337992155899118,0.331862722628808,0.379892316065999,0.401760432810185,0.46392571457509,0.363416304709971
7009,0.471894208428432,0.592387765967598,0.528845084153688,0.529538161647826,0.455073342992092,0.469021778157999,0.477375476567188,0.441045594877274
7010,0.340547021420388,0.354728393311116,0.353458771020239,0.355043476452852,0.414674027930476,0.393102721470875,0.398595466251196,0.431573436391346
7011,0.434814304254094,0.441351292082207,0.366056785333472,0.430991106723257,0.454518247991255,0.416411316542277,0.436392905144409,0.443545762449352
7012,0.422820899444371,0.443853567453169,0.407475143704887,0.422192598279106,0.372785298975798,0.425143049779523,0.32153522352878,0.365016869986144
7013,0.455463982635079,0.503978767350076,0.480708866075277,0.462728719581948,0.385582268096614,0.450390877282263,0.441282961121871,0.324016640234399
7015,0.453992214621711,0.423825232707556,0.424605219877339,0.444097732584922,0.480737845970213,0.404658546515562,0.487759153129631,0.428752254715106
7016,0.434177392923174,0.459773953625665,0.43477499995968,0.392765149641373,0.466881198749104,0.559320992248382,0.472521527828726,0.446798881283532
7018,0.450898340070123,0.405455307103348,0.427756108075911,0.432380840721057,0.459706467643146,0.381444353178615,0.44700574262235,0.439189316085208
7019,0.449059070820204,0.480297678143933,0.449816002116349,0.443475289934511,0.564030286521268,0.412592896233011,0.505900556676897,0.456137613599848
7020,0.49971603963046,0.469451867402872,0.499673125782448,0.473565471707199,0.479340606459329,0.52960566467868,0.511362124003455,0.525079164037421
7022,0.533582013659566,0.525496066356706,0.475243679879895,0.495078443625638,0.54472595515417,0.46084943724531,0.487078252648257,0.473234720027832
7023,0.429457599595735,0.424683826748469,0.495519582646076,0.408808525099716,0.383029170482426,0.393525578762049,0.370549267530938,0.502629048275657
7025,0.400985647943663,0.474924260908473,0.454354815903946,0.374465781950545,0.407944564914486,0.465290464791115,0.382959483372997,0.411765602299422
7026,0.434281672775328,0.375946366630697,0.415323923847561,0.426035205025062,0.596495276819797,0.409457205853174,0.470339090804857,0.498933209539348
7028,0.468464676290421,0.555147592152929,0.526671671778005,0.449340864593333,0.497752530948482,0.462024613005891,0.563603893296694,0.458551728748841
7029,0.552827635109721,0.60543242844554,0.572443213191216,0.420141606278686,0.519010374383519,0.481368951782301,0.508336211831977,0.459678178206616
7030,0.387289870249386,0.367735472090626,0.388169396521725,0.405330582847942,0.530215863621784,0.414717201569542,0.425368187651401,0.420755237568936
7031,0.493843525897287,0.664577339184007,0.354747250593474,0.474955053118233,0.488019288267614,0.521406330086236,0.545201082076189,0.48583886744343
7032,0.434831176504594,0.509334316965705,0.370877914480299,0.325807282334534,0.520369888343206,0.642335024553833,0.638896585639661,0.390368628766648
7033,0.449103203249706,0.408602874237796,0.478977805972702,0.466604622188984,0.439693347409115,0.473926097540805,0.368363058488562,0.435332327732032
7034,0.365905661328211,0.36797091738772,0.365584665580748,0.400247540314192,0.356374308315957,0.347970925784801,0.386220958703987,0.429013309183131
