"subId","Id_Other_Bad","Id_Other_Good","Id_Self_Bad","Id_Self_Good","Val_Other_Bad","Val_Other_Good","Val_Self_Bad","Val_Self_Good"
7003,0.0634079212415871,0.0953940448597104,0.102086084807863,0.0443370255111269,0.0550112110571444,0.0603801418733134,0.0593060555102686,0.0542130865707793
7004,0.0594569071121086,0.0734937602662568,0.0613841857295847,0.0584501784857824,0.0582148289226912,0.0565086227681224,0.00971829314088691,0.0646389479797216
7005,0.0653860778622272,0.0540978468651196,0.0840656964432345,0.0433048295389728,0.0617423718244466,0.0656421059056223,0.0539671763450884,0.0456303997469574
7006,0.0943083123848675,0.0595244566746703,0.0169858955645334,0.0116381632085714,0.0518192383732085,0.0327854263512096,0.0450618902152134,0.024631228649477
7007,0.0755500972330395,0.0914113628146776,0.0645137686039165,0.0723514976506797,0.0495291404469298,0.0519922168755909,0.0616948799010615,0.0606478649541197
7008,0.0649457409989529,0.067990904451497,0.0479476636404903,0.0595089838148432,0.0231855831013385,0.0484093307400444,0.0636200057828725,0.0488061813450049
7009,0.127850023668954,0.186375352173505,0.0991243111700165,0.112249626526686,0.0862402060370669,0.0937268171620706,0.100155329598201,0.0881402731551879
7010,0.0288439419086346,0.0258064861090779,0.0304704519698244,0.0282620961396489,0.0767726875352551,0.0453302444995424,0.0478150328196144,0.0634671829607341
7011,0.0403170934116714,0.0495207947908841,0.0401497029376985,0.0709378408882098,0.0429156521364569,0.0501236861821209,0.053871632344274,0.0530491047170182
7012,0.0763414782512905,0.0887326145830895,0.0949205732985001,0.0945350995081015,0.0726578380240737,0.0852619084762608,0.0349332426832949,0.0601994817295577
7013,0.0949559332235465,0.110781829931437,0.0832816530511887,0.108863975361685,0.0238629543411613,0.0891178992667792,0.0682078700579072,0.0279029878865639
7015,0.076757379046449,0.0620723999364831,0.0516034490034755,0.0634660534589346,0.0674585054201168,0.0399691673567994,0.103360143387689,0.0634917524705395
7016,0.0284304990315084,0.0541250927677757,0.061795655765822,0.0438777080109619,0.0328500751554815,0.0851879324996394,0.0735374572576303,0.0350334362120027
7018,0.0793660580648024,0.0512524239954052,0.0571948362497465,0.0525024846400845,0.0461858621984961,0.0283971671925051,0.0427170525429143,0.0502612888650206
7019,0.070490059880956,0.122584332784354,0.0905141828551349,0.0612091872792459,0.101889254922991,0.0823991844057943,0.087511449455729,0.0947813559391317
7020,0.0639553741544411,0.0620704872614347,0.0775958157233972,0.0605803632338443,0.0440475964992316,0.0558748253632754,0.0869871236268323,0.0510357566058156
7022,0.0669142191561166,0.0805130958591086,0.0702256167387744,0.040925532110729,0.076264039698298,0.0566491028407461,0.0319384981522617,0.0509048368348415
7023,0.0358298376730716,0.0526013576992924,0.108189391053027,0.0787255279947951,0.0261517970386107,0.0428554729310587,0.0501090689837889,0.0753536275179058
7025,0.0500936690489048,0.0835676311351168,0.069417819305328,0.0142784403200935,0.0415784087470209,0.0537092629973185,0.0534334828991005,0.0525783768707647
7026,0.0766255658567472,0.0664632414619702,0.086478997809117,0.0355462402006692,0.0707097998590265,0.0539268632192213,0.0609876914315058,0.0946617957925088
7028,0.0614442943031201,0.0862732969153649,0.0966675940685637,0.0473523630048091,0.0811485181040343,0.0300814896265769,0.0823926845033956,0.0382871960868289
7029,0.0798478993152926,0.154144598511441,0.10641144855976,0.0390835442280899,0.0969318240496382,0.053892514113286,0.104036381901116,0.0849700834151152
7030,0.0394261222354981,0.0258756720987828,0.0477560731929828,0.0551390844259428,0.114686197420263,0.0604876190704584,0.0573083668129481,0.0492435101306682
7031,0.0376366606066711,0.148972150712446,0.0816406364628806,0.0569361042750208,0.0495967989595434,0.149015712153608,0.0970891047252152,0.0536389332730442
7032,0.100595337621993,0.121580682639674,0.0928584402736305,0.0547138059829983,0.105372743357963,0.195997206953487,0.170124105323544,0.0876615383683577
7033,0.0649517235798432,0.0510425549043951,0.0271655449734593,0.035680072589269,0.0766546175544562,0.0830736470174816,0.043763099309748,0.0427995495627541
7034,0.0632660600200568,0.0421459123508487,0.0430157130921764,0.0500441686275406,0.0326233276949177,0.0367580298982149,0.0496452693475053,0.0707945166579234
