"subId","Id_Other_Bad","Id_Other_Good","Id_Self_Bad","Id_Self_Good","Val_Other_Bad","Val_Other_Good","Val_Self_Bad","Val_Self_Good"
7003,0.108772772349406,0.0763965899995037,0.0630778489691674,0.0987109025241765,0.129729182295267,0.08352454348692,0.13633376523792,0.0786034999829941
7004,0.112300373984058,0.144373399026149,0.104760366416187,0.129954745629964,0.113232595646067,0.153260640237959,0.208818613743659,0.0818414937324036
7005,0.0620978493269938,0.0873455507932135,0.0843600791247393,0.0539092641924699,0.0760389212119487,0.0537460623278836,0.0704742185054515,0.0660955718910082
7006,0.100126584130903,0.0745603003360858,0.173094341100724,0.16118780819337,0.0793428386779843,0.09321767035548,0.0460429531408899,0.0844617685065852
7007,0.00841980125859261,0.0543080421604565,0.0660766051912612,0.0609712168068026,0.0503294706006361,0.0693071092476947,0.0928858468102258,0.048681003858726
7008,0.0809844482844598,0.0699345151415777,0.0853793511320387,0.0775162139213369,0.135943344390632,0.108766420463938,0.0729479457032112,0.105997851722264
7009,0.0954987150464128,0.04330278057751,0.155320932967054,0.0809775710785903,0.0823945644738206,0.116782727687883,0.110470719194726,0.105201204168523
7010,0.0825420769735839,0.0591770802908059,0.0531504558660891,0.0845110600474628,0.0717073069686856,0.0467847345482721,0.0599036621224857,0.0754041429477961
7011,0.072691747178673,0.135780918252446,0.0845301575728094,0.0457827707460186,0.0790841360957943,0.0966955698947286,0.104613571528019,0.0875182322208781
7012,0.0673975535263119,0.0740233204446528,0.116808044246816,0.0323778320177972,0.107713766208016,0.0932196225595908,0.143486021411921,0.123325435544962
7013,0.0930812556169758,0.0197710597638479,0.0816653117756482,0.0136290964766549,0.11958705378865,0.0167071185008343,0.0771608005238682,0.106528497485265
7015,0.0725619797681113,0.113059009279456,0.0673302040884317,0.0693229724497141,0.0375755358957874,0.12147249326846,0.0734001177561219,0.0793694056306729
7016,0.0859214599325856,0.177257284986221,0.119570907329286,0.0757057651443434,0.0651919590534671,0.0886164132844856,0.141400034081122,0.0824704818867078
7018,0.124273107780833,0.0845612223810758,0.070242024108915,0.0860868670786206,0.0586651419486849,0.0457107670142535,0.0493399803504809,0.0539050151769197
7019,0.118750352779453,0.134065210141322,0.137452352402891,0.120225392105968,0.016932584761816,0.13882833378743,0.076486441057237,0.127264638966171
7020,0.079086059138069,0.12925529589446,0.0516316158319517,0.0901721318867566,0.141723197941014,0.11241889301864,0.118156498822384,0.106252327501332
7022,0.13832694239581,0.124265310255674,0.153593887419445,0.148998363098674,0.111002070484793,0.0969642346897173,0.133891748296933,0.0865703032494821
7023,0.105556502222922,0.1363344268813,0.0287064594059782,0.0767538529557458,0.129916096770752,0.0863038847178987,0.133980976771844,0.0308037622828587
7025,0.10601229725043,0.0842504551880568,0.132929503547478,0.14673566209716,0.0828312376489273,0.0898484105319199,0.119603758539277,0.0705539437541041
7026,0.0701113821651614,0.0632069668446195,0.080414625482386,0.0908030899346039,0.0155398333858624,0.0646389546933784,0.0730791678131294,0.0464208287323525
7028,0.128063884521347,0.11128026089514,0.0832746238712613,0.0902061917199082,0.102875037534274,0.196092563375907,0.0762538501416451,0.101743192828427
7029,0.0459904864834483,0.0399300770815037,0.0153556981595305,0.14136651337973,0.0865235591244064,0.105623277437202,0.103688989660872,0.0748389780397498
7030,0.0776732086346394,0.0811726530954488,0.0857499559740527,0.0720102035586942,0.0107577523657735,0.0734873058041965,0.102493245462394,0.104709877434496
7031,0.126571851042724,0.0270179323584937,0.190910809098705,0.142828158158246,0.130969044366111,0.129111790613085,0.125695576438281,0.121547985532494
7032,0.102764316448961,0.071297798706231,0.134019854842068,0.094132813549996,0.112373806747569,0.0225331340788802,0.042972581014004,0.116718412234363
7033,0.00915280502925638,0.185410176661491,0.110881183630272,0.11206321696292,0.0145870426005805,0.0811225543130047,0.0796031923315868,0.0828149437615675
7034,0.107053822424162,0.0805076339459377,0.109573504540903,0.0922142220322042,0.118979492745963,0.0624150991444182,0.0375473985772475,0.036166787264247
